Serial Number:20719195 --,,,
,,,
"Date Time, GMT -0800","Temp, (*C)",mV,pH
3/3/20 11:33,24.3,-83.47,7.96
3/3/20 11:33,24.3,-83.47,7.96
3/3/20 11:33,24.3,-83.47,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:33,24.3,-83.47,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:33,24.3,-83.49,7.96
3/3/20 11:34,24.3,-83.49,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:34,24.3,-83.49,7.96
3/3/20 11:34,24.3,-83.49,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:34,24.28,-83.47,7.96
3/3/20 11:34,24.3,-83.49,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:34,24.3,-83.47,7.96
3/3/20 11:35,24.3,-83.46,7.96
3/3/20 11:35,24.3,-83.46,7.96
3/3/20 11:35,24.3,-83.46,7.96
3/3/20 11:35,24.3,-83.46,7.96
3/3/20 11:35,24.3,-83.44,7.96
3/3/20 11:35,24.3,-83.42,7.96
3/3/20 11:35,24.3,-83.42,7.96
3/3/20 11:35,24.3,-83.42,7.96
3/3/20 11:35,24.3,-83.41,7.96
3/3/20 11:35,24.3,-83.39,7.96
3/3/20 11:35,24.3,-83.39,7.96
3/3/20 11:35,24.3,-83.39,7.96
3/3/20 11:36,24.3,-83.38,7.96
3/3/20 11:36,24.3,-83.38,7.96
3/3/20 11:36,24.3,-83.38,7.96
3/3/20 11:36,24.33,-83.36,7.96
3/3/20 11:36,24.33,-83.36,7.96
3/3/20 11:36,24.33,-83.36,7.96
3/3/20 11:36,24.33,-83.36,7.96
3/3/20 11:36,24.33,-83.36,7.96
3/3/20 11:36,24.33,-83.36,7.96
3/3/20 11:36,24.33,-83.35,7.95
3/3/20 11:36,24.33,-83.35,7.95
3/3/20 11:36,24.33,-83.35,7.95
3/3/20 11:37,24.35,-83.35,7.95
3/3/20 11:37,24.35,-83.33,7.95
3/3/20 11:37,24.35,-83.35,7.95
3/3/20 11:37,24.35,-83.33,7.95
3/3/20 11:37,24.35,-83.35,7.95
3/3/20 11:37,24.35,-83.33,7.95
3/3/20 11:37,24.35,-83.33,7.95
3/3/20 11:37,24.35,-83.33,7.95
3/3/20 11:37,24.35,-83.33,7.95
3/3/20 11:37,24.35,-83.32,7.95
3/3/20 11:37,24.35,-83.32,7.95
3/3/20 11:37,24.35,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.3,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:38,24.38,-83.32,7.95
3/3/20 11:39,24.38,-83.32,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.38,-83.33,7.95
3/3/20 11:39,24.4,-83.33,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.33,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.33,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:40,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:41,24.4,-83.35,7.95
3/3/20 11:42,24.4,-83.35,7.95
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:42,24.4,-83.35,7.95
3/3/20 11:42,24.4,-83.35,7.95
3/3/20 11:42,24.4,-83.35,7.95
3/3/20 11:42,24.4,-83.39,7.96
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:42,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:43,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.38,7.96
3/3/20 11:44,24.4,-83.38,7.96
3/3/20 11:44,24.4,-83.38,7.96
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.36,7.95
3/3/20 11:44,24.4,-83.38,7.96
3/3/20 11:45,24.4,-83.36,7.95
3/3/20 11:45,24.4,-83.38,7.96
3/3/20 11:45,24.4,-83.36,7.95
3/3/20 11:45,24.4,-83.36,7.95
3/3/20 11:45,24.4,-83.36,7.95
3/3/20 11:45,24.4,-83.38,7.96
3/3/20 11:45,24.4,-83.36,7.95
3/3/20 11:45,24.4,-83.38,7.96
3/3/20 11:45,24.4,-83.38,7.96
3/3/20 11:45,24.4,-83.38,7.96
3/3/20 11:45,24.4,-83.36,7.95
3/3/20 11:45,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:46,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.38,7.96
3/3/20 11:47,24.4,-83.36,7.95
3/3/20 11:48,24.4,-83.36,7.95
3/3/20 11:48,24.4,-83.33,7.95
3/3/20 11:48,24.4,-83.36,7.95
3/3/20 11:48,24.4,-83.28,7.95
3/3/20 11:48,24.4,-83.35,7.95
3/3/20 11:48,24.4,-83.35,7.95
3/3/20 11:48,24.4,-83.33,7.95
3/3/20 11:48,24.4,-83.33,7.95
3/3/20 11:48,24.4,-83.32,7.95
3/3/20 11:48,24.4,-83.32,7.95
3/3/20 11:48,24.4,-83.32,7.95
3/3/20 11:48,24.4,-83.32,7.95
3/3/20 11:49,24.4,-83.32,7.95
3/3/20 11:49,24.4,-81.28,7.92
3/3/20 11:49,24.42,-83.33,7.95
3/3/20 11:49,24.42,-83.32,7.95
3/3/20 11:49,24.42,-83.32,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:49,24.42,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.28,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.33,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:50,24.45,-83.3,7.95
3/3/20 11:51,24.47,-83.28,7.95
3/3/20 11:51,24.47,-83.28,7.95
3/3/20 11:51,24.47,-83.28,7.95
3/3/20 11:51,24.47,-83.27,7.95
3/3/20 11:51,24.47,-83.27,7.95
3/3/20 11:51,24.47,-83.27,7.95
3/3/20 11:51,24.47,-83.27,7.95
3/3/20 11:51,24.47,-83.27,7.95
3/3/20 11:51,24.47,-83.25,7.95
3/3/20 11:51,24.47,-83.25,7.95
3/3/20 11:51,24.47,-83.25,7.95
3/3/20 11:51,24.47,-83.25,7.95
3/3/20 11:52,24.47,-83.25,7.95
3/3/20 11:52,24.47,-83.25,7.95
3/3/20 11:52,24.47,-83.25,7.95
3/3/20 11:52,24.47,-83.25,7.95
3/3/20 11:52,24.47,-83.24,7.95
3/3/20 11:52,24.47,-83.24,7.95
3/3/20 11:52,24.47,-83.24,7.95
3/3/20 11:52,24.47,-83.25,7.95
3/3/20 11:52,24.5,-83.24,7.95
3/3/20 11:52,24.5,-83.24,7.95
3/3/20 11:52,24.5,-83.24,7.95
3/3/20 11:52,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.22,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:53,24.5,-83.24,7.95
3/3/20 11:54,24.5,-83.24,7.95
3/3/20 11:54,24.5,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:54,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:55,24.52,-83.24,7.95
3/3/20 11:56,24.52,-83.25,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.22,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:56,24.54,-83.24,7.95
3/3/20 11:57,24.54,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.27,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.24,7.95
3/3/20 11:57,24.57,-83.22,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:58,24.57,-83.22,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:58,24.57,-83.22,7.95
3/3/20 11:58,24.57,-83.22,7.95
3/3/20 11:58,24.57,-83.22,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:58,24.57,-83.22,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:58,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.24,7.95
3/3/20 11:59,24.57,-83.25,7.95
3/3/20 12:00,24.57,-83.24,7.95
3/3/20 12:00,24.57,-83.24,7.95
3/3/20 12:00,24.57,-83.25,7.95
3/3/20 12:00,24.57,-83.25,7.95
3/3/20 12:00,24.57,-83.25,7.95
3/3/20 12:00,24.57,-83.25,7.95
3/3/20 12:00,24.57,-83.25,7.95
3/3/20 12:00,24.59,-83.25,7.95
3/3/20 12:00,24.59,-83.25,7.95
3/3/20 12:00,24.59,-83.25,7.95
3/3/20 12:00,24.59,-83.27,7.95
3/3/20 12:00,24.59,-83.25,7.95
3/3/20 12:01,24.59,-83.27,7.95
3/3/20 12:01,24.59,-83.25,7.95
3/3/20 12:01,24.59,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.27,7.95
3/3/20 12:01,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.28,7.95
3/3/20 12:02,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.28,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:03,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.32,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.3,7.95
3/3/20 12:04,24.57,-83.32,7.95
3/3/20 12:04,24.57,-83.32,7.95
3/3/20 12:04,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.3,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.32,7.95
3/3/20 12:05,24.57,-83.33,7.95
3/3/20 12:05,24.57,-83.33,7.95
3/3/20 12:05,24.57,-83.33,7.95
3/3/20 12:05,24.57,-83.33,7.95
3/3/20 12:06,24.57,-83.33,7.95
3/3/20 12:06,24.57,-83.33,7.95
3/3/20 12:06,24.57,-83.33,7.95
3/3/20 12:06,24.54,-83.33,7.95
3/3/20 12:06,24.54,-83.35,7.95
3/3/20 12:06,24.54,-83.35,7.95
3/3/20 12:06,24.54,-83.35,7.95
3/3/20 12:06,24.54,-83.35,7.95
3/3/20 12:06,24.54,-83.36,7.95
3/3/20 12:06,24.54,-83.35,7.95
3/3/20 12:06,24.54,-83.36,7.95
3/3/20 12:06,24.54,-83.36,7.95
3/3/20 12:07,24.54,-83.36,7.95
3/3/20 12:07,24.54,-83.36,7.95
3/3/20 12:07,24.54,-83.36,7.95
3/3/20 12:07,24.54,-83.36,7.95
3/3/20 12:07,24.54,-83.38,7.95
3/3/20 12:07,24.54,-83.38,7.95
3/3/20 12:07,24.54,-83.38,7.95
3/3/20 12:07,24.54,-83.38,7.95
3/3/20 12:07,24.52,-83.38,7.95
3/3/20 12:07,24.52,-83.39,7.95
3/3/20 12:07,24.52,-83.39,7.95
3/3/20 12:07,24.52,-83.39,7.95
3/3/20 12:08,24.52,-83.39,7.95
3/3/20 12:08,24.52,-83.39,7.95
3/3/20 12:08,24.52,-83.39,7.95
3/3/20 12:08,24.52,-83.41,7.96
3/3/20 12:08,24.52,-83.41,7.96
3/3/20 12:08,24.52,-83.41,7.96
3/3/20 12:08,24.52,-83.41,7.96
3/3/20 12:08,24.52,-83.42,7.96
3/3/20 12:08,24.52,-83.42,7.96
3/3/20 12:08,24.52,-83.42,7.96
3/3/20 12:08,24.52,-83.42,7.96
3/3/20 12:08,24.5,-83.42,7.96
3/3/20 12:09,24.5,-83.44,7.96
3/3/20 12:09,24.5,-83.44,7.96
3/3/20 12:09,24.5,-83.44,7.96
3/3/20 12:09,24.5,-83.44,7.96
3/3/20 12:09,24.5,-83.46,7.96
3/3/20 12:09,24.5,-83.46,7.96
3/3/20 12:09,24.5,-83.46,7.96
3/3/20 12:09,24.5,-83.46,7.96
3/3/20 12:09,24.5,-83.46,7.96
3/3/20 12:09,24.5,-83.47,7.96
3/3/20 12:09,24.5,-83.47,7.96
3/3/20 12:09,24.5,-83.49,7.96
3/3/20 12:10,24.47,-83.47,7.96
3/3/20 12:10,24.47,-83.49,7.96
3/3/20 12:10,24.47,-83.49,7.96
3/3/20 12:10,24.47,-83.49,7.96
3/3/20 12:10,24.47,-83.49,7.96
3/3/20 12:10,24.47,-83.5,7.96
3/3/20 12:10,24.47,-83.5,7.96
3/3/20 12:10,24.47,-83.5,7.96
3/3/20 12:10,24.47,-83.5,7.96
3/3/20 12:10,24.47,-83.5,7.96
3/3/20 12:10,24.47,-83.52,7.96
3/3/20 12:10,24.47,-83.52,7.96
3/3/20 12:11,24.47,-83.52,7.96
3/3/20 12:11,24.45,-83.52,7.96
3/3/20 12:11,24.45,-83.52,7.96
3/3/20 12:11,24.45,-83.53,7.96
3/3/20 12:11,24.45,-83.53,7.96
3/3/20 12:11,24.45,-83.53,7.96
3/3/20 12:11,24.45,-83.53,7.96
3/3/20 12:11,24.45,-83.55,7.96
3/3/20 12:11,24.45,-83.55,7.96
3/3/20 12:11,24.45,-83.55,7.96
3/3/20 12:11,24.45,-83.55,7.96
3/3/20 12:11,24.45,-83.55,7.96
3/3/20 12:12,24.45,-83.55,7.96
3/3/20 12:12,24.42,-83.55,7.96
3/3/20 12:12,24.42,-83.57,7.96
3/3/20 12:12,24.42,-83.57,7.96
3/3/20 12:12,24.42,-83.57,7.96
3/3/20 12:12,24.42,-83.61,7.96
3/3/20 12:12,24.42,-83.58,7.96
3/3/20 12:12,24.42,-83.58,7.96
3/3/20 12:12,24.42,-83.58,7.96
3/3/20 12:12,24.42,-83.58,7.96
3/3/20 12:12,24.42,-83.58,7.96
3/3/20 12:12,24.42,-83.58,7.96
3/3/20 12:13,24.42,-83.58,7.96
3/3/20 12:13,24.4,-83.58,7.96
3/3/20 12:13,24.4,-83.58,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.58,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.57,7.96
3/3/20 12:13,24.4,-83.55,7.96
3/3/20 12:14,24.4,-83.55,7.96
3/3/20 12:14,24.4,-83.55,7.96
3/3/20 12:14,24.4,-83.55,7.96
3/3/20 12:14,24.4,-83.53,7.96
3/3/20 12:14,24.4,-83.53,7.96
3/3/20 12:14,24.4,-83.52,7.96
3/3/20 12:14,24.4,-83.52,7.96
3/3/20 12:14,24.4,-83.52,7.96
3/3/20 12:14,24.4,-83.5,7.96
3/3/20 12:14,24.4,-83.49,7.96
3/3/20 12:14,24.4,-83.49,7.96
3/3/20 12:14,24.4,-83.49,7.96
3/3/20 12:15,24.4,-83.47,7.96
3/3/20 12:15,24.4,-83.47,7.96
3/3/20 12:15,24.4,-83.47,7.96
3/3/20 12:15,24.4,-83.46,7.96
3/3/20 12:15,24.4,-83.46,7.96
3/3/20 12:15,24.4,-83.44,7.96
3/3/20 12:15,24.4,-83.44,7.96
3/3/20 12:15,24.4,-83.44,7.96
3/3/20 12:15,24.4,-83.44,7.96
3/3/20 12:15,24.4,-83.42,7.96
3/3/20 12:15,24.4,-83.42,7.96
3/3/20 12:15,24.4,-83.42,7.96
3/3/20 12:16,24.4,-83.42,7.96
3/3/20 12:16,24.4,-83.42,7.96
3/3/20 12:16,24.4,-83.42,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:16,24.4,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.39,7.96
3/3/20 12:17,24.42,-83.39,7.96
3/3/20 12:17,24.42,-83.39,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:17,24.42,-83.41,7.96
3/3/20 12:18,24.42,-83.41,7.96
3/3/20 12:18,24.42,-83.41,7.96
3/3/20 12:18,24.42,-83.41,7.96
3/3/20 12:18,24.42,-83.41,7.96
3/3/20 12:18,24.42,-83.42,7.96
3/3/20 12:18,24.42,-83.42,7.96
3/3/20 12:18,24.42,-83.42,7.96
3/3/20 12:18,24.42,-83.42,7.96
3/3/20 12:18,24.45,-83.42,7.96
3/3/20 12:18,24.45,-83.42,7.96
3/3/20 12:18,24.45,-83.42,7.96
3/3/20 12:18,24.45,-83.42,7.96
3/3/20 12:19,24.45,-83.42,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.46,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.44,7.96
3/3/20 12:19,24.45,-83.46,7.96
3/3/20 12:19,24.45,-83.46,7.96
3/3/20 12:19,24.45,-83.46,7.96
3/3/20 12:20,24.45,-83.46,7.96
3/3/20 12:20,24.45,-83.46,7.96
3/3/20 12:20,24.45,-83.46,7.96
3/3/20 12:20,24.45,-83.46,7.96
3/3/20 12:20,24.45,-83.47,7.96
3/3/20 12:20,24.45,-83.41,7.96
3/3/20 12:20,24.45,-83.49,7.96
3/3/20 12:20,24.45,-83.47,7.96
3/3/20 12:20,24.45,-83.47,7.96
3/3/20 12:20,24.45,-83.47,7.96
3/3/20 12:20,24.45,-83.49,7.96
3/3/20 12:20,24.45,-83.47,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.47,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.49,7.96
3/3/20 12:21,24.45,-83.5,7.96
3/3/20 12:21,24.45,-83.5,7.96
3/3/20 12:21,24.45,-83.5,7.96
3/3/20 12:21,24.45,-83.5,7.96
3/3/20 12:22,24.45,-83.5,7.96
3/3/20 12:22,24.45,-83.5,7.96
3/3/20 12:22,24.45,-83.5,7.96
3/3/20 12:22,24.45,-83.5,7.96
3/3/20 12:22,24.45,-83.5,7.96
3/3/20 12:22,24.45,-83.52,7.96
3/3/20 12:22,24.45,-83.57,7.96
3/3/20 12:22,24.45,-83.53,7.96
3/3/20 12:22,24.45,-83.52,7.96
3/3/20 12:22,24.45,-83.52,7.96
3/3/20 12:22,24.45,-83.52,7.96
3/3/20 12:22,24.45,-83.52,7.96
3/3/20 12:23,24.45,-83.52,7.96
3/3/20 12:23,24.45,-83.52,7.96
3/3/20 12:23,24.45,-83.53,7.96
3/3/20 12:23,24.45,-83.53,7.96
3/3/20 12:23,24.45,-83.53,7.96
3/3/20 12:23,24.45,-81.11,7.92
3/3/20 12:23,24.45,-83.53,7.96
